Name,Title,Source,Published At,Link,Sentiment,Activity,Description,Unnamed: 0,Scheme/Initiative,Description.1,Unnamed: 2,Name ,Initiative,No.
Nitish Kumar,Why Nitish Kumar may not switch sides this time,"{'name': 'Firstpost', 'icon': 'https://lh3.googleusercontent.com/k7siJQMJMgu5AcfU4N_7C-2cg_j4eaVTGnPnICIsOALqS7pM3U2ZwsNrGrNdCGabqa6ZzPVb', 'authors': ['Prabhash K Dutta']}","06/06/2024, 07:00 AM, +0000 UTC",https://www.firstpost.com/india/why-nitish-kumar-may-not-switch-sides-this-time-13779453.html,positive,Criticism of the Government's Handling of the Economy,"Criticized the government's economic management, particularly during economic downturns, advocating for policies that support the middle class and poor.",,,,,,,
Nitish Kumar,Nitish Kumar leaves for Delhi to attend JD-UÃ¢ÂÂs national executive meet on Saturday,"{'name': 'Hindustan Times', 'icon': 'https://lh3.googleusercontent.com/J-YyMvY1q2skuu_Edi3G4Il3Ovb4IRsVXMNstpJJYmKamxqh7VK6ykjCt2POiO9NG49xPj4tbQ'}","06/28/2024, 07:00 AM, +0000 UTC",https://www.hindustantimes.com/cities/patna-news/nitish-kumar-leaves-for-delhi-to-attend-jd-u-s-national-executive-meet-on-saturday-101719573821837.html,neutral,Support for Community Health Initiatives,"Advocated for community health programs that focus on preventive care and health education, particularly in rural areas.",,,,,,,
Nitish Kumar,"Election results 2024: JD(U) defies all election predictions, with Nitish calling the shots yet again","{'name': 'The Hindu', 'icon': 'https://lh3.googleusercontent.com/f-uqqU36NMn3rQd48Kaf8OWzjGwy-Biq-E4qs8vi-Bvyg_Dng-tLwPbj85PEyySanZtsvQSvGo8', 'authors': ['Amarnath Tewary']}","06/04/2024, 07:00 AM, +0000 UTC",https://www.thehindu.com/elections/lok-sabha/election-results-2024-nitish-stands-his-ground-in-bihar-emerges-kingmaker/article68251185.ece,positive,Criticism of the Government's Approach to Urban Poverty,Raised concerns about urban poverty and advocated for policies that uplift economically disadvantaged communities in urban areas.,,,,,,,
Nitish Kumar,Congress reacts to JD(U)'s claim of Nitish Kumar being offered PM post by INDIA bloc,"{'name': 'Hindustan Times', 'icon': 'https://lh3.googleusercontent.com/J-YyMvY1q2skuu_Edi3G4Il3Ovb4IRsVXMNstpJJYmKamxqh7VK6ykjCt2POiO9NG49xPj4tbQ'}","06/08/2024, 07:00 AM, +0000 UTC",https://www.hindustantimes.com/india-news/congress-reacts-to-jd-u-s-claim-of-nitish-kumar-being-offered-pm-post-by-india-bloc-101717839470942.html,neutral,Support for Gender Equality in Education,Advocated for gender-sensitive educational policies that promote equality and reduce dropout rates among girls.,,,,,,,
Nitish Kumar,Ex-IAS officer Manish Kumar Verma joins Nitish KumarÃ¢ÂÂs JD (U),"{'name': 'Hindustan Times', 'icon': 'https://lh3.googleusercontent.com/J-YyMvY1q2skuu_Edi3G4Il3Ovb4IRsVXMNstpJJYmKamxqh7VK6ykjCt2POiO9NG49xPj4tbQ', 'authors': ['VIJAY SWAROOP']}","07/09/2024, 07:00 AM, +0000 UTC",https://www.hindustantimes.com/cities/patna-news/exias-officer-manish-kumar-verma-joins-nitish-kumar-s-jd-u-101720532551109.html,neutral,Criticism of the Government's Handling of Public Services,Criticized the inefficiencies in public service delivery and advocated for reforms that enhance the quality and accessibility of services for citizens.,,,,,,,
Nitish Kumar,Nitish Kumar Shamed Bihar When He Touched PM Modi's Feet: Prashant Kishor,"{'name': 'NDTV', 'icon': 'https://lh3.googleusercontent.com/tdxgqIuMCdYXjnxBEi-22G1al2_n0slQR4vppoxUyB3fupq2sPqxL3okZNKW_QWJrymCWx6k_g'}","06/15/2024, 07:00 AM, +0000 UTC",https://www.ndtv.com/india-news/nitish-kumar-shamed-bihar-when-he-touched-pm-modis-feet-prashant-kishor-5891834,positive,Support for Initiatives to Increase Employment Opportunities,Advocated for initiatives aimed at creating job opportunities for the youth and economically disadvantaged.,,,,,,,
Nitish Kumar,Ã¢ÂÂI touch your feetÃ¢ÂÂ: Nitish Kumar pleads with IAS officer to finish work on time,"{'name': 'Hindustan Times', 'icon': 'https://lh3.googleusercontent.com/J-YyMvY1q2skuu_Edi3G4Il3Ovb4IRsVXMNstpJJYmKamxqh7VK6ykjCt2POiO9NG49xPj4tbQ'}","07/10/2024, 07:00 AM, +0000 UTC",https://www.hindustantimes.com/india-news/i-touch-your-feet-nitish-kumar-pleads-with-ias-officer-to-finish-work-on-time-101720610683031.html,neutral,Engagement in Legislative Advocacy for Housing Rights,Supported affordable housing initiatives to ensure that low-income families have access to safe and secure housing.,,,,,,,
Nitish Kumar,Bihar CM Nitish Kumar may take a big political decision after June 4: Tejashwi Yadav,"{'name': 'The Hindu', 'icon': 'https://lh3.googleusercontent.com/f-uqqU36NMn3rQd48Kaf8OWzjGwy-Biq-E4qs8vi-Bvyg_Dng-tLwPbj85PEyySanZtsvQSvGo8', 'authors': ['Amarnath Tewary']}","05/28/2024, 07:00 AM, +0000 UTC",https://www.thehindu.com/elections/lok-sabha/bihar-cm-nitish-kumar-may-take-a-big-political-decision-after-june-4-tejashwi-yadav/article68225271.ece,positive,Criticism of the Government's Approach to Trade Policy,Criticized trade policies that he believed harmed local industries and called for more protectionist measures.,,,,,,,
Nitish Kumar,Bihar Chief Minister Nitish Kumar To Continue As JD(U) Chief,"{'name': 'NDTV', 'icon': 'https://lh3.googleusercontent.com/tdxgqIuMCdYXjnxBEi-22G1al2_n0slQR4vppoxUyB3fupq2sPqxL3okZNKW_QWJrymCWx6k_g'}","06/29/2024, 07:00 AM, +0000 UTC",https://www.ndtv.com/india-news/bihar-chief-minister-nitish-kumar-to-continue-as-jd-u-chief-5995927,positive,Support for Wildlife Conservation Initiatives,Advocated for policies that promote wildlife conservation and protect endangered species.,,,,,,,
Nitish Kumar,4 instances when Nitish Kumar Ã¢ÂÂflip-floppedÃ¢ÂÂ,"{'name': 'The Indian Express', 'icon': 'https://lh3.googleusercontent.com/kkBP5GMG7WhGg_OaGvdoYp6jxPdIe5_HE4NLhmd8-80hpps2K2BcHM47_XxnxBo9ub0jbx1ZZQ'}","06/05/2024, 07:00 AM, +0000 UTC",https://indianexpress.com/article/explained/explained-politics/nitish-kumar-flip-flop-9374030/,positive,Engagement in Discussions on Public Infrastructure,"Participated in discussions about the need for improved public infrastructure, including roads",,,,,,,
Nitish Kumar,Bihar CM Nitish Kumar skips NITI Aayog meeting chaired by PM Modi. Details here | Today News,"{'name': 'Mint', 'icon': 'https://lh3.googleusercontent.com/JufTzTMu9l6RFyXEEfl6ZPdS7xjYhoSXVmDHURyphjVSNK2zH8uWdyJKd9gg0YOYUCop4Alylis', 'authors': ['Gulam Jeelani']}","07/27/2024, 07:00 AM, +0000 UTC",https://www.livemint.com/news/india/bihar-cm-nitish-kumar-skips-niti-aayog-meeting-chaired-by-pm-modi-details-here-11722064076961.html,positive,Support for the Implementation of the Bihar Land Reforms,Advocated for land reforms to ensure fair distribution and rights for farmers in Bihar.,,,,,,,
Nitish Kumar,"Amid buzz of Nitish Kumar's son rise, a Bluetooth speaker and bhajan","{'name': 'India Today', 'icon': 'https://lh3.googleusercontent.com/KWKtiaerfOnNxQfpRY5T_b-A6Fl2r2RDpTumesYVdF8wcgqQiBklPObMDBVQ4DBDDWeKKewE', 'authors': ['Sushim Mukul']}","07/30/2024, 07:00 AM, +0000 UTC",https://www.indiatoday.in/india/story/bihar-cm-nitish-kumar-son-in-politics-spiritualism-bluetooth-speaker-bhajan-buzz-hare-ram-krishna-2573720-2024-07-30,positive,Criticism of the Government's Handling of Corruption,Frequently criticized corruption in politics and called for stronger anti-corruption measures.,,,,,,,
Nitish Kumar,"Muzaffarpur Rape Case: As Opposition, Activists Slam Nitish Kumar's Govt, What We Know So Far","{'name': 'The Wire', 'icon': 'https://lh3.googleusercontent.com/SSPOhuz7pCkiABHOpXnTd8q2LLkKnMDv7JsN6olY9mSmneEgn61u2HPiPChjnzIcUQXAv9gHQ3U', 'authors': ['Umesh K. Ray']}","08/20/2024, 07:00 AM, +0000 UTC",https://m.thewire.in/article/women/muzaffarpur-rape-case-what-we-know-so-far,negative,Advocacy for the Rights of Migrant Workers,"Supported policies to protect the rights and welfare of migrant workers in Bihar, especially during crises.",,,,,,,
Nitish Kumar,"Nitish Kumar Will Always Remain A Part Of NDA, Says His Deputy","{'name': 'NDTV', 'icon': 'https://lh3.googleusercontent.com/tdxgqIuMCdYXjnxBEi-22G1al2_n0slQR4vppoxUyB3fupq2sPqxL3okZNKW_QWJrymCWx6k_g'}","06/06/2024, 07:00 AM, +0000 UTC",https://www.ndtv.com/india-news/lok-sabha-election-results-2024-nitish-kumar-will-always-remain-a-part-of-nda-says-his-deputy-5831763,positive,Engagement in Legislative Advocacy for Clean Energy,Promoted the use of clean and renewable energy sources to combat environmental degradation.,,,,,,,
Nitish Kumar,"Tejashwi Yadav Reacts To Nitish Kumar's ""May Modi Become Chief Minister"" Gaffe","{'name': 'NDTV', 'icon': 'https://lh3.googleusercontent.com/tdxgqIuMCdYXjnxBEi-22G1al2_n0slQR4vppoxUyB3fupq2sPqxL3okZNKW_QWJrymCWx6k_g'}","05/28/2024, 07:00 AM, +0000 UTC",https://www.ndtv.com/india-news/tejashwi-yadav-reacts-to-nitish-kumars-may-narendra-modi-become-chief-minister-gaffe-5760944,positive,Support for the Bihar State Disaster Management Policy,Advocated for the establishment and implementation of effective disaster management policies in Bihar.,,,,,,,
Nitish Kumar,"BJP Short Of Majority, Chandrababu Naidu, Nitish Kumar Dictate Terms","{'name': 'NDTV', 'icon': 'https://lh3.googleusercontent.com/tdxgqIuMCdYXjnxBEi-22G1al2_n0slQR4vppoxUyB3fupq2sPqxL3okZNKW_QWJrymCWx6k_g', 'authors': ['Uma Sudhir', 'Pratiba Raman', 'saikat bose']}","06/06/2024, 07:00 AM, +0000 UTC",https://www.ndtv.com/india-news/2024-lok-sabha-election-result-what-chandrababu-naidu-nitish-kumar-want-for-backing-modi-3-0-5828872,positive,Criticism of Central Government Policies on Education,Raised concerns about central policies that adversely affect state education systems and funding.,,,,,,,
Nitish Kumar,"""Shall I Touch Your Feet?"" Nitish Kumar Raps Officials Over Pending Land Survey","{'name': 'NDTV', 'icon': 'https://lh3.googleusercontent.com/tdxgqIuMCdYXjnxBEi-22G1al2_n0slQR4vppoxUyB3fupq2sPqxL3okZNKW_QWJrymCWx6k_g'}","07/04/2024, 07:00 AM, +0000 UTC",https://www.ndtv.com/india-news/shall-i-touch-your-feet-nitish-kumar-raps-officials-over-pending-land-survey-6034339,positive,Support for Socio-Economic Development Initiatives,Promoted initiatives aimed at the socio-economic development of backward regions in Bihar.,,,,,,,
Nitish Kumar,"Nitish Kumar switches sides yet again, takes oath as Bihar CM","{'name': 'The Hindu', 'icon': 'https://lh3.googleusercontent.com/f-uqqU36NMn3rQd48Kaf8OWzjGwy-Biq-E4qs8vi-Bvyg_Dng-tLwPbj85PEyySanZtsvQSvGo8', 'authors': ['Amarnath Tewary']}","01/28/2024, 08:00 AM, +0000 UTC",https://www.thehindu.com/news/national/nitish-kumar-switches-sides-yet-again-takes-oath-as-bihar-cm/article67786491.ece,positive,Engagement with WomenÂs Organizations,Collaborated with womenÂs organizations to promote womenÂs rights and empowerment in Bihar.,,,,,,,
Nitish Kumar,Nitish Kumar is Ã¢ÂÂbacking meÃ¢ÂÂ to the hilt: Tejashwi Yadav,"{'name': 'The Hindu', 'icon': 'https://lh3.googleusercontent.com/f-uqqU36NMn3rQd48Kaf8OWzjGwy-Biq-E4qs8vi-Bvyg_Dng-tLwPbj85PEyySanZtsvQSvGo8'}","05/14/2024, 07:00 AM, +0000 UTC",https://www.thehindu.com/elections/lok-sabha/getting-full-support-from-nitish-tejashwi-tells-rally-in-bihar/article68175906.ece,positive,Advocacy for the Rights of Persons with Disabilities,Supported measures aimed at protecting the rights and improving the welfare of persons with disabilities.,,,,,,,
Nitish Kumar,Did Nitish Kumar Meet INDIA Bloc Leaders In Delhi? A Fact Check,"{'name': 'NDTV', 'icon': 'https://lh3.googleusercontent.com/tdxgqIuMCdYXjnxBEi-22G1al2_n0slQR4vppoxUyB3fupq2sPqxL3okZNKW_QWJrymCWx6k_g', 'authors': ['Newsmeter Telugu']}","06/06/2024, 07:00 AM, +0000 UTC",https://www.ndtv.com/india-news/did-nitish-kumar-meet-india-bloc-leaders-in-delhi-a-fact-check-5830702,positive,Criticism of the Government's Approach to Housing for the Poor,Voiced concerns about inadequate housing for low-income families and advocated for affordable housing solutions.,,,,,,,
Nitish Kumar,Nitish's key aide taunts Lalu for attending Anant Ambani's wedding,"{'name': 'The Times of India', 'icon': 'https://lh3.googleusercontent.com/d9mz-OKghOQPsgxRv1BQzQAI44ifiA_6aAk-gRwo4_32mZXM-TSd5vIY1rL1P2LUH9mFQPnUSRE'}","07/12/2024, 07:00 AM, +0000 UTC",https://timesofindia.indiatimes.com/india/nitishs-key-aide-taunts-lalu-for-attending-anant-ambanis-wedding/articleshow/111685495.cms,positive,Support for Rural Electrification Programs,Advocated for rural electrification to improve the quality of life and economic opportunities in rural areas.,,,,,,,
Nitish Kumar,"Nitish Kumar in a position to get Bihar special status, should Ã¢ÂÂstrikeÃ¢ÂÂ: Congress","{'name': 'The Hindu', 'icon': 'https://lh3.googleusercontent.com/f-uqqU36NMn3rQd48Kaf8OWzjGwy-Biq-E4qs8vi-Bvyg_Dng-tLwPbj85PEyySanZtsvQSvGo8'}","07/15/2024, 07:00 AM, +0000 UTC",https://www.thehindu.com/news/national/bihar/nitish-kumar-in-a-position-to-get-bihar-special-status-should-strike-congress/article68406055.ece,positive,Engagement in Legislative Advocacy for Public Health,Supported initiatives aimed at improving public health services and infrastructure in Bihar.,,,,,,,
Nitish Kumar,"Naidu and Nitish to Oppose Waqf Bill in Parliament, Says Muslim Personal Law Board","{'name': 'The Wire', 'icon': 'https://lh3.googleusercontent.com/SSPOhuz7pCkiABHOpXnTd8q2LLkKnMDv7JsN6olY9mSmneEgn61u2HPiPChjnzIcUQXAv9gHQ3U', 'authors': ['Sravasti Dasgupta']}","08/22/2024, 05:44 PM, +0000 UTC",https://m.thewire.in/article/politics/naidu-and-nitish-to-oppose-waqf-bill-in-parliament-says-muslim-personal-law-board,positive,Criticism of the Central Government's Approach to Public Transport,Criticized the lack of investment in public transport systems and called for improvements in urban mobility.,,,,,,,
Nitish Kumar,Lok Sabha Election Results 2024: Will Nitish Kumar and Chandrababu Naidu play kingmakers if BJP falls short of 272? | Mint,"{'name': 'Mint', 'icon': 'https://lh3.googleusercontent.com/JufTzTMu9l6RFyXEEfl6ZPdS7xjYhoSXVmDHURyphjVSNK2zH8uWdyJKd9gg0YOYUCop4Alylis', 'authors': ['Gulam Jeelani']}","06/04/2024, 07:00 AM, +0000 UTC",https://www.livemint.com/elections/lok-sabha-election-results-2024-will-nitish-kumar-chandrababu-naidu-play-kingmakers-if-bjp-falls-short-of-272-11717479312112.html,positive,Support for Initiatives Promoting Vocational Training,Advocated for vocational training programs to enhance skills and employability of youth in Bihar.,,,,,,,
Nitish Kumar,Why Nitish Kumar Wants Special Category Status For Bihar Ã¢ÂÂ Everything You Need To Know About It,"{'name': 'Swarajya', 'icon': 'https://lh3.googleusercontent.com/DJ1tfGI5GDm3c6f4wmGLpHd7ggTYWZKHPY7IND5zNOBNnEFLmrGU64j4kBcCS5N8WRdPG6keRtE', 'authors': ['Abhishek Kumar']}","06/12/2024, 07:00 AM, +0000 UTC",https://swarajyamag.com/politics/why-nitish-kumar-wants-special-category-status-for-bihar-everything-you-need-to-know-about-it,positive,Engagement in Discussions on Rural Development Strategies,"Participated in discussions focused on strategies for rural development, emphasizing sustainable practices.",,,,,,,
Nitish Kumar,Nitish Kumar: The man who helped in formation of INDIA bloc now to become kingmaker in NDA govt,"{'name': 'The Economic Times', 'icon': 'https://encrypted-tbn3.gstatic.com/faviconV2?url=https://m.economictimes.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","06/04/2024, 07:00 AM, +0000 UTC",https://m.economictimes.com/news/elections/lok-sabha/india/nitish-kumar-the-man-who-helped-in-formation-of-india-bloc-now-to-become-kingmaker-in-nda-govt/articleshow/110710885.cms,positive,Criticism of the Government's Handling of Child Rights,Raised concerns about child labor and advocated for stronger protections for children's rights.,,,,,,,
Nitish Kumar,"Nitish Kumar likely to bargain for at least 4 Cabinet berths, early state polls, funds","{'name': 'Hindustan Times', 'icon': 'https://lh3.googleusercontent.com/J-YyMvY1q2skuu_Edi3G4Il3Ovb4IRsVXMNstpJJYmKamxqh7VK6ykjCt2POiO9NG49xPj4tbQ', 'authors': ['anirban guha roy']}","06/05/2024, 07:00 AM, +0000 UTC",https://www.hindustantimes.com/india-news/nitish-likely-to-bargain-for-at-least-4-cabinet-berths-early-state-polls-funds-101717584955763.html,neutral,Support for Initiatives Addressing Mental Health Issues,Advocated for better mental health services and awareness campaigns to support individuals facing mental health challenges.,,,,,,,
Nitish Kumar,"Nitish Kumar Skips Key Meeting Chaired By PM Modi, Sends His Deputies","{'name': 'NDTV', 'icon': 'https://lh3.googleusercontent.com/tdxgqIuMCdYXjnxBEi-22G1al2_n0slQR4vppoxUyB3fupq2sPqxL3okZNKW_QWJrymCWx6k_g'}","07/27/2024, 07:00 AM, +0000 UTC",https://www.ndtv.com/india-news/nitish-kumar-skips-key-niti-aayog-meeting-chaired-by-pm-narendra-modi-sends-his-deputies-6199691,positive,Criticism of the Government's Approach to Environmental Protection,Criticized policies that threaten environmental sustainability and advocated for conservation efforts.,,,,,,,
Nitish Kumar,"""If He Is Kingmaker..."": Tejashwi Yadav On Nitish Kumar's Role In NDA","{'name': 'NDTV', 'icon': 'https://lh3.googleusercontent.com/tdxgqIuMCdYXjnxBEi-22G1al2_n0slQR4vppoxUyB3fupq2sPqxL3okZNKW_QWJrymCWx6k_g', 'authors': ['Muskaan Sharma']}","06/06/2024, 07:00 AM, +0000 UTC",https://www.ndtv.com/india-news/he-should-make-sure-tejashwi-yadav-on-nitish-kumars-kingmaker-role-5828360,positive,Support for the Implementation of the National Rural Livelihoods Mission,Advocated for programs aimed at enhancing livelihoods in rural areas through skill development and self-employment.,,,,,,,
Nitish Kumar,Educational qualification of politician Nitish Kumar,"{'name': 'The Times of India', 'icon': 'https://lh3.googleusercontent.com/d9mz-OKghOQPsgxRv1BQzQAI44ifiA_6aAk-gRwo4_32mZXM-TSd5vIY1rL1P2LUH9mFQPnUSRE'}","06/05/2024, 07:00 AM, +0000 UTC",https://timesofindia.indiatimes.com/etimes/trending/educational-qualification-of-politician-nitish-kumar/photostory/110712747.cms,positive,Engagement in Discussions on National Security,Participated in discussions concerning national security and the need for effective policies to ensure safety and stability.,,,,,,,
Nitish Kumar,"Nitish Kumar, Chandrababu Naidu's big hints on supporting Narendra Modi 3.0","{'name': 'Hindustan Times', 'icon': 'https://lh3.googleusercontent.com/J-YyMvY1q2skuu_Edi3G4Il3Ovb4IRsVXMNstpJJYmKamxqh7VK6ykjCt2POiO9NG49xPj4tbQ', 'authors': ['Vaibhav Tiwari']}","06/05/2024, 07:00 AM, +0000 UTC",https://www.hindustantimes.com/india-news/nitish-kumars-big-hint-on-supporting-narendra-modi-3-0-sarkaar-to-ab-101717572506607.html,neutral,Criticism of the Government's Handling of Refugee Issues,Raised concerns about the treatment of refugees and advocated for humane policies that respect their rights.,,,,,,,
